id,job-query,title,company,location,description
3016,web developer,Sr. Web Developer,"King Technology, Inc.","SPRINGFIELD, Illinois 62701","The role is responsible for designing, coding and mo
g websites, from layout to function and according to a client's specifications. Strive to create visually appealing sites that feature user-friendly design and clear navigation. Server admin experience is highly preferred.
.NET, WordPress, SQL, MySQL, JavaScript, JQuery, HTML, HTML5, CSS, CSS3, Web Programming Skills, E-Commerce, Teamwork, Verbal Communication, cross-browser compatibility, Web User Interface Design (UI), Security Principles, Object-Oriented Design, Web Services (REST/SOAP), API's  (Server Admin Experience is highly preferred)
***Position is FULL-TIME with SALARY, & FULL BENEFITS."
3017,web developer,Web Application Developer,West Herr Automotive Group,"Orchard Park, New York 14127","West Herr Automotive Group is hiring a Full Time Application Developer. This position is responsible for developing full stack web-based applications using cutting-edge technology while supporting existing applications and software.
Position Duties and Responsibilities:
• Enhance or redesign legacy applications to support improved functionality and system reliability.
• Create Import/Export routines for data integration.
• Implement bug fixes and other change requests as needed.
• Communicate with requestors to set expectations and notifications for completion and requests for additional information.
• Manage software code through the full development lifecycle.
• Manage project management components of development efforts.
• Provide end user support.
Knowledge/Experience/Skills
• 5+ years of experience in web-based software development.
• Php and ColdFusion
• SQL
• Javascript
• Microsoft Visual Studio and ASP 
• Native Mobile application development experience a strong plus.
• Microsoft Office365 Power Platform experience a strong plus.
• Some experience with immersive interactive web content and or mixed reality a plus.
• UI/UX Design experience a plus.
• Graphic Design experience a plus.
• Strong familiarity with front end web development.
• Familiarity with web security and best practices and backend database management and ETL workflows.
• Good written communication and documentation skills.
• Excellent debugging skills and the ability to trace through multi-layered applications.
• Help implement Version control and release management.
• Produce internal and customer facing documentation and provide IT team training on end user functionality of developed applications.
Pay is commensurate based on experience.
Job Type: Full-time
Experience:
Full Stack Web-based software development: 5 years (Preferred)
Benefits:
Health insurance
Paid time off
Schedule:
Monday to Friday 1st shift
Work Remotely: Possible; some
West Herr Automotive Group provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics.
For information on the physical demands of this job see Human Resources."
3018,web developer,Sr. Web Developer - Magento/Drupal,Bear Group,"Seattle, Washington","Bear Group is a leading web development firm looking for an experienced sr. web developer to join our team of Drupal and Magento experts. You will have the opportunity to work with leading companies and marketing teams to support complex sites and integrations between systems. Bear Group operates as a distributed company, with headquarters in Seattle, WA, but this is a fully remote position.
With Bear Group, you will tackle technical problems, code and debug, and occasionally participate in client meetings. You will need to be self-motivated and able to work independently most of the time, but we have a friendly and capable team to collaborate with when you encounter obstacles. The type of work depends on the client, but often includes:
We are a fully distributed team that primarily builds in PHP on the Magento and Drupal platforms for eCommerce and content management sites. Since we are fully remote, you can work from anywhere! We do require at least 4 hours of working time overlap with the Pacific time zone (PST) workday. As a highly client-focused organization, you will occasionally need to meet according to their schedule. We strive to give you plenty of time to focus on development.
To learn more about the company, visit 
. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
To apply, please submit a cover letter and resume. In your cover letter or message, we are interested in how you answer these two questions:"
3019,web developer,Full-Stack Web Developer,Telephonics Corporation,"Columbia, Maryland 21046","SEG is seeking a mid-level, Full-Stack Web Developer, with a proven track record of delivering high-quality solutions, to fill a vacancy in the Modeling and Simulation Development Branch working on web-application solutions and a variety of other exciting projects.
Bachelor’s Degree and 5+ years experience
Bachelor’s Degree in Computer Science, Physics, Mathematics, Aerospace Engineering or related field with a solid foundation in Mathematics and/or coding. Qualified candidates will be detail oriented, highly motivated and comfortable with working independently and in a development team. Applicants must possess U.S. citizenship and a background that would permit the U.S. Department of Defense to issue a security clearance.
Candidate with these desired skills or experience will be given preferential consideration:
Systems Engineering Group, Inc. (SEG) is a highly regarded provider of air and missile defense threat engineering and combat, radar, and missile systems engineering and analysis. Principal customers include the U.S. Navy, Missile Defense Agency, and Industry. SEG is headquartered in Columbia, MD and is a wholly owned subsidiary of Telephonics Corporation. SEG provides excellent benefits and outstanding training to grow the capacity of staff in relevant areas.
SEG's benefit package include Major Medical, Dental, Vision, and Life Insurance. SEG has a generous 401k with company match. In additional to generous vacation leave and sick leave, SEG offers a flexible work schedule.
We are an Affirmative Action / Equal Employment Opportunity Employer (M/F/D/V). All qualified applicants will receive consideration for employment without regard to race, color, gender, religion, sex, national origin, disability, protected veteran status or any other protected characteristic. Reasonable accommodations may include but are not limited to that which may enable individuals with disabilities and special disabled veterans to perform the essential functions of this position."
3020,web developer,Senior Fullstack Web Developer,CyberCoders,"Santa Monica, California 90401","If you are a Senior Fullstack Web Developer with experience....please read on!
You will be building our core product.  You will work with a cross-functional team of A-players and work with the Chief Technology Officer to build a truly innovative new platform that aims to transform marketing analytics.
If you enjoy working with the best and latest technologies, we leverage Vue.js, Serverless, and Docker and thoughtfully apply the best tools for the job. The perfect candidate will have worked with marketing analytics in the past, be focused on quality results, and have demonstrated success building a SaaS product.  We are located in Downtown Santa Monica; right off the Third Street Promenade.
- Full stack web/mobile application development with a variety of languages including but not limited to the following: Frontend (Nuxt.js/Vue.js) and Backend (Express/Node.js) running on AWS Lambda
- Work closely with other team members to define feature specifications and build the next generation of products leveraging modern web/mobile frameworks
- Work directly with the CTO to help establish the company’s technical vision and lead all aspects of the company’s technological development
- Take direction from CTO to conduct research and case studies on leading-edge technologies and makes determinations on the probability of implementation
- Develop interactive data science visualizations (includes the opportunity to learn the power of R Shiny)
- Create a great UX for our clients
- Collaborate with other team members (data science, data architecture) in developing web-app
- Use best practices for secure, testable, and scalable code including usage of automated tests
- 4+ yrs full-stack web developer experience
- 2+ yrs with modern web technologies (ES6, Sass, etc)
- Proven ability to master multiple programming languages (we use JavaScript, Python, and R)
- Experience with a modern web framework (Vue / React / Angular)
- Expertise in ensuring cross-browser and cross-device compatibility
- Experience in Agile work environment with automated tests, and CI/CD
- Passion for innovation and execution
- Commitment to quality engineering
- Ability to think and act strategically and proactively
- Strong writing and presentation skills
- Degree in Computer Science, Software Engineering, or related technical field
- We are a people-oriented company which means taking care our of team members is critical to our success. We believe that if we hire the smartest people and make an investment in them, it will result in a high performing team and subsequently a high performing company. 
- Competitive Salary and Equity
- Work with the Directly with Founders to Growth a Startup from Ground Up
- Health (Covered at 99% of Employee, 75% of dependents)
- Vision 
 Dental Coverage
- Unlimited Vacation
- Setup Your Own Kit (Buy what you need to get a comfortable work environment)
- 401k Retirement Savings Plan
- Gym and Education Expense
- Meal 
 Coffee Card
- Free Snacks and Drinks
- Professional Development Expenses (Conferences 
 Courses)
- Performance Bonuses
- Public Transport Commuter Help
- Relocation Costs (if applicable)
So, if you are a Senior Fullstack Web Developer with experience, please apply today!
CyberCoders will consider for Employment in the City of Los Angeles qualified Applicants with Criminal Histories in a manner consistent with the requirements of the Los Angeles Fair Chance Initiative for Hiring (Ban the Box) Ordinance."
3021,web developer,Web Developer,"Knowledge Systems, LLC","Annapolis Junction, Maryland 20701",
3022,web developer,Senior Web Developer,"Megabyte Systems, Inc","Rocklin, California 95677","Megabyte Systems is the market leader in California Property Tax Systems, providing property tax accounting and auditing solutions to county government.
We currently have an opportunity (in our Rocklin, California office) for a Senior Web Developer with proven experience in business applications.
 
 
The successful candidate must have extensive experience on all phases of the web application development life cycle, and in-depth knowledge of internet protocols and applications, as well as excellent customer services skills and a solid understanding of business strategy. Effective communication skills, both written and oral are essential, as well as the ability to work independently or as part of a team.
Candidates must have a minimum of 5 years’ experience with .Net development as well as being  be well versed in the following web technologies and tools;
Internet Cloud Development and Protocols, ASP.NET, ASP.NET MVC, C#, XML, XSLT, ADO.NET, JavaScript, AJAX, JSON, SQL Server, ASP.NET web services, Windows Communication Foundation (WCF), Azure, RESTful Web Services, IIS, CORE.
.
Acrobat Pro Data Integration into Web Applications, Win Forms Application Development, Dev Express Components, Mobile Application Development, VB.NET, Apache Web Server.
Megabyte Systems offers an employee health plan, 401(k), paid vacation/sick time."
3023,web developer,Web Developer,Mueller Inc,"UNAVAILABLE, TX","Design, code, test, and analyze software programs and applications,with a focus on Liferay Digital Experience Platform. This includes researching, designing, documenting, and modifying software specifications throughout the production lifecycle.Will also analyze and resolve software errors in a timely and accurate fashion and provide status reports where required. This is a 
position. Travel to Corporate office in Ballinger, Texas or other locations approximately 25% of the time."
3024,web developer,Programmer/ Web Developer,UtiliSave LLC,"New York, New York 10001","Be part of the team which has delivered over $500 Million dollars in refunds and savings to clients, and join us as we march toward One Billion dollars!
UtiliSave has been an industry leader in utility bill auditing and energy efficiency services for over two decades, and we are growing rapidly as we expand our business. We seek a self-motivated software developer to assist in the development, expansion and maintenance of our in-house software. Our clients are large organizations with significant energy and utility usage, such as hospitals, nursing homes, commercial and residential buildings, universities, hotels and government facilities. We can identify unique savings opportunities using our unmatched knowledge of utility tariff structures and our powerful proprietary IT system. Working at UtiliSave is about people who share a common belief that, through combining the best creative, strategic, and technical minds, we can bring real change and innovation to the e-commerce data procurement and utility cost management industry. Learn more about our company and our services at www.utilisave.com."
3025,web developer,Web Developer,Apex Systems,"Richmond, Virginia 23219","Apex Systems is searching for qualified candidates for a new Web Developer role with one of our top clients in the greater Richmond, VA area. This role is focused on Front End UI Development where you will have the opportunity to develop using Angular 9 with Java based applications. 
For this role you will be able to sit REMOTE, but must be within a 2 hour driving distance from Richmond, VA in order to be onsite for meetings when needed. 
 Web Developer
 You will work remotely, but must be within 2 hours driving distance of Richmond, VA in order to be onsite for meetings when needed
 Richmond, VA
 Multi year contract based on performance ; W2 only we are unable to work on C2C basis at this time due to client requirements. 
 Negotiable based on experience
 Attached to this email to show you what you are eligible for while on contract thhough Apex Systems on W2 basis
• 5+ years of experience as a Front End/UI Developer in professional setting
• At least 2+ yrs exp working with Angular v4.0 +
• Experience with TypeScript
• Experience with HTML/CSS
• Experience with JavaScript
• Experience performing Front End/UI Development within enterprise-level environments
• Experience creating customer-impacting critical apps
• Experience in Unit testing exp is required
• Perform Front End Development utilizing Angular 9
• Create Angular components
• Customize / enhance existing Angular components
• Bug fixes
• Unit testing
• Work within enterprise level environment with Agile methodology
EEO Employer
Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 
 or 844-463-6178."
3026,web developer,Mid and Senior Python/Django Web Developer,Trillion Technology Solutions,"RESTON, Virginia 20191","Trillion Technology Solutions is looking for a Senior Python Developer to manage the product Lifecycle of the Complaint portal for a Federal ageny in the form of services for day-to-day Operations and Maintenance (O&M), and Support of Development, Modernization and Enhancements (DME) for the completion of a client driven roadmap.  Create a user-friendly & public-facing complaint intake process where the client staff can spend more time working on actionable complaints to increase the government’s ability to provide solutions and direct web visitors to the appropriate seciton or agency.
This position will be located three times a week in Reston, VA, occasionally in Washington DC and once a week remote.
Strong programming/scripting experience and passion for learning and development."
3027,web developer,Sr. Web Developer/ Full Stack Developer,STS Consulting,"Newark, New Jersey 07102",
3028,web developer,Contract .Net Web Programmer,Shulman Fleming and Partners,"Jersey City, New Jersey 07097","Responsible for design and development of web applications and various system components including but not limited to web modules, web services and database programming. Take complete ownership of applications/tasks assigned to them in terms of ongoing development as well as system testing.
At least 8 years of prior work experience with at least 3 or more in the banking sector;
Technical Skills
Experience with core web technologies such as ASP.Net, C#.Net (Framework 4.0 and above), HTML, XML, SOAP/Restful Web Services, WCF, Crystal Reports, MVC 4, AJAX, JavaScript, JSON, JQuery, Node JS, Angular 4 and higher, etc.
Experience with Python programming and libraries nice to have. Solid understanding of Object Oriented programming and Design Patterns. Multi-threading applications for high volume processing. Deep understanding of MS SQL Server databases. Strong understanding of Windows Server, IIS and Windows Security. Experience working with event/queue based processes (IBM MQ is preferred). Expertise with tools/applications such as Microsoft Office, MS Visio, MS Project, TFS. Experience with software installations and configurations in various environments. Ability to troubleshoot production issues under pressure and in a timely manner. Ability to analyze and document business and process flows. Understanding of both Windows and Unix/Linux based systems;"
3029,web developer,Senior Python/Web Developer,TCG,"Washington, District of Columbia 20005","is an award-winning Government technology solutions provider. In anticipation of an upcoming award, we are seeking a 
 In this role, you will create and publish digital media, interactive visuals such as charts and graphs, and other data visualizations for publication to the client's data catalog. The role will involve creating web-based visualizations from static content.
U.S. Citizenship and the ability to pass a Federal government security clearance is required for this position.
REQUIRED SKILLS: 
PREFERRED SKILLS:
EDUCATION:
Naturally, TCG, Inc. does not discriminate on the basis of race, sex, color, religion, national origin, age, disability, veteran status, or anything else that makes you part of any group. We discriminate on the basis of talent, ability, commitment, and experience.
We pay competitive wages and provide excellent benefits. We have a 401K plan, a health plan that includes dental and vision benefits, pet health insurance, support for emergency child care and gym memberships, a generous training budget for each employee, employee-led (and TCG, Inc. paid) social events, company charity events, free theater and sports tickets, and much more.
In fact, in 
 and 
, based on how our employees feel about the company, the benefits TCG, Inc. offers, and the work/life balance that our staff are able to achieve.
Try us ... we'll make you happy."
3030,web developer,Email/Web Developer,"Beacon Hill Staffing Group, LLC","Louisville, Kentucky","Our client is looking for a skilled individual to help update and customize templates with their Acoustic tool. This tool helps send email campaigns to their members. This project will include facilitating the process from several business groups and updating email templates using HTML coding. This project is working on a close-knit team who takes pride in their ability to communicate with each other to accomplish their goals. The manager has been leader this space for over 10 years. This project spans across various organizations for our clients and is heavily backed by leadership. A qualified candidate will have the opportunity to be a part of a highly-successful project with an industry leading company.Required Skills:
HTML code development
Ability to facilitate processes and work with stakeholders
 
Experience working and customizing templates within Acoustic
Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.
Company Profile:
Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs.
Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.
Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting 
.
We look forward to working with you.
Beacon Hill. Employing the Future (TM)"
3031,web developer,Web Application Developer - PHP and SQL,"EDI Specialists, Inc.","Aberdeen, Maryland",
3032,web developer,Front-End Web Developer,CBTS a Cincinnati Bell Company,"Cincinnati, Ohio 45202","CBTS is in search of a 
in Cincinnati, OH to join its development team and maintain and develop a new product.
The person needs an ability to share and communicate ideas verbally, both orally and in writing, to executive staff, business sponsors, and technical resources in clear concise language that is the parlance of each group. This person will assist in creating 'best of breed' solutions, to define and validate product design, to manage the complete software solution project lifecycle sequence, and to aid in the development and delivery of such solutions.
Needed Experience
•      3-5+ years of front-end experience in the Web development of rich UI using React or Angular
•      Well versed in JavaScript, JQuery, HTML, CSS
•      Develop functional web- and mobile-based applications based on usability specifications
•      Provide website maintenance and enhancements
•      Use a combination of markup languages to write web applications
•      Create quality mockups and prototypes on tight timelines
•      Assist back-end developers with coding and troubleshooting
•      Create cascading style sheets (CSS) that are consistent across all browsers and platforms
•      Experience in React, Angular 2 or greater, or similar JavaScript framework
DESCRIPTION
•      Stay up-to-date on emerging technologies
•      Assist back-end developers with coding and troubleshooting
•      Develop existing front-end pages using selected JavaScript framework
•      Develop new front-end web pages as well as redevelop front-end functionality
•      Develop using interaction with REST APis
•      Translation of wireframes into responsive front-end UI design
•      Use JavaScript framework such as React, Angular, or similar
Preferred:
•      Familiarity with Azure or similar cloud technologies such as Cloud Foundry
•      Knowledge of Postman
•      Understanding of TCP/IP and socket-based communication
•      Development within an Agile framework"
3033,web developer,Front End Web Developer,ALEX - Alternative Experts,"Dumfries, Virginia 22026","Front End Web Developer
 
 Dumfries, VA
 
ALEX - Alternative Experts is now hiring a highly motivated 
 with strong creative problem solving skills for an opening in Dumfries, VA.  The 
 will work directly with our 
 to 
 using 
 for multiple clients, focusing on the interaction between server-side frameworks, the web framework (
), and database systems (Apache 
 The selected candidate will also develop data visualizations and website components for our 
.
?
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, protected veteran status, or disability. Applicants must be able to perform the essential functions of the job. Reasonable accommodations will be made to allow employees to meet the essential functions of the job, unless those accommodations cause undue hardships on the employer. To request a reasonable accommodation, contact the Human Resources Department at HumanResources@alexinc.com.
Woman-Owned Small Business
VEVRAA Federal Contractor
Affirmative Action Employer
Veterans and Individuals with Disabilities are highly encouraged to apply"
3034,web developer,Full stack Web Developer EmberJS & Ruby on Rails,CardTapp,"Bellevue, Washington 98005","Responsibilities
 -  Develop in all levels of a web application stack, from the client to server side
 -  Take ownership of technical solutions, development and delivery to production
 -  Work directly with product owners to build products that our clients use to solve complex problems

Education
 -  Bachelor's Degree, computer science or related field

Qualifications
 -  Strong UX design experience
 -  Experience with Git (GitHub, BitBucket, or similar)
 -  Experience with Scrum & Agile Methodologies
 -  Experience with NoSQL databases (MongoDB, CouchDB, or similar)
 -  An enthusiasm for constantly tinkering with, and working to improve the development process
 -  Experience with Ruby on Rails
 -  Creating and using REST/SOAP Web Services
 -  Strong knowledge of data structures, algorithms, web application design
 -  Solid, demonstrable experience in Unit Testing, Functional Testing, and Performance Testing
 -  Developing with MVVM and MVC models
 -  HTML / CSS & Scripting Languages
 -  Experience with EmberJS

Skills
 -  Strong sense of ownership, bias for action, urgency, and drive.
 -  Comfortable working with designers to bring responsive UX to life
 -  An enthusiasm for constantly tinkering with, and working to improve the development process
 -  Great attention to detail
 -  Good analytical skills
 -  Excellent communication skills
 -  Creative thinker 
 -  Ability to meet deadlines 

Position Type
Full-Time"
3035,web developer,Drupal Developer,I-Link Solutions,"Sterling, Virginia","Job Details:
Drupal Developer
Location: Sterling VA
Duration: Long Term
Job Description:
• Experience creating custom Drupal modules
• Experience building responsive websites using Drupal CMS, HTML/HTML5, CSS/CSS3, and JavaScript/jQuery
• Through understanding of the Software Development Lifecycle (e.g. Requirements, Design, Development, Testing) and exposure to Agile or iterative SDLCs.
• Experience building user interfaces for websites and/or web applications
• Extremely fluent with HTML5/XHTML and CSS
• Experience working with PHP, JavaScript, and jQuery
• Ability to write JavaScript with and without the use of frameworks such as jQuery
• Experience designing and developing responsive design websites
• Ability to understand CSS changes to have consistent style across platforms and browsers.
• Experience developing web solutions in Drupal and PHP implementations in a LAMP environment
• Advanced site-building experience including deep familiarity with Drupal modules such as CTools, Views, and Panels."
3036,web developer,Entry Level Web Developer,Reynolds and Reynolds,"Dayton, Ohio 45430","The Reynolds and Reynolds Marketing Development group strives to provide our customers and internal associates with dynamic and innovative applications.  We are seeking an entry-level web developer interested in writing code for our corporate websites, mobile applications, and internal tools.  In this role, you will work with the Marketing and Graphic Design teams to build and maintain company websites and apps, collaborate with other team members on major development projects, and continue to hone your technical skills under the guidance of a mentor.
 
This position requires critical problem-solving skills, multitasking, a detail-oriented nature, and the ability to work within deadlines in a fast-paced environment.  Members on this team utilize both Mac and Windows computers."
3037,web developer,.Net Developer (Web Services),Sierra Cybernetics,"Los Angeles, California 90012",
3038,web developer,Lead Web Developer- Drupal ( can be Remote ),Yoh,"Seattle, Washington 98101","*******12 MONTH LONG TERM CONTRACT*****************NO H1B********NO C2C/C2H**************************ONLY USC/GC***********
********CAN BE 100% REMOTE*******************
Looking for a consultant to join our web development team. This candidate will participate in all development-oriented meetings and discussions in addition to development, releases, and maintenance on all new and existing projects.
Requirements:"
