id,job-query,title,company,location,description
2515,IT manager,IT & Cybersecurity Manager,"Walrath Recruiting, Inc.","Albany, New York 12205","Our client is currently seeking an IT & Cybersecurity Manager who will supervise IT and operations. This is a full-time, permanent position."
2516,IT manager,IT Support Manager (L2 Application Support Engineer Manager) ITDT_ITS-M3,Lifetouch National School Studios Inc.,"Eden Prairie, Minnesota 55344","We are seeking an L2 Application Support Manager to join our team of committed IT professionals. Shutterfly is an industry-leader with operations in all 50 states and Canada. Employees enjoy our fast-paced, collaborative culture and the ability to directly impact our business.
This position is responsible for overseeing the team responsible for the day-to-day maintenance of the application systems in operation, including tasks related to monitoring, identifying and troubleshooting application issues and issues resolution or escalation.
PI120424007"
2517,IT manager,IT Manager - Change/Release & Deployment Management (ChM/RDM),Alaka`ina Foundation Family of Companies,"Honolulu, Hawaii","Laulima Government Solutions, LLC of the Alaka'ina Foundation Family of Companies (FOCs) has an immediate need for an 
 to provide onsite enterprise/domain level administration support services to a customer in Honolulu, HI.
    
  
The 
manages identified configuration items (CI) throughout the enterprise and addresses all aspects of ChM/RDM.  
    
  
    
: ChM controls changes to the environment. Changes are evaluated to minimize impact. ChM provides the authorization for the work that is carried out by Release and Deployment, and has the oversight role to ensure that all changes that can be are thoroughly tested. ChM has the responsibility to ensure that changes are deployed as scheduled and changes with multiple deployment stages are authorized by the appropriate Change Authority.
    
  
    
  
    
 The RDM process plans, schedules and controls the build, test, and deployment of releases to deliver new functionality while protecting the quality and integrity of existing services.
    
  
    
  
    
 KM is creating, organizing, applying, and transferring knowledge to ensure the correct information is available to the correct user base.
    
  
 
    
  
    
  
    
 Honolulu, HI
 40
24x7
 Varies
Varies
Varies
Full-time
 Regular
 Salaried, Non-Union, Exempt
Intermediate
 Yes, 5 % of the Time
Laulima Government Solutions, LLC is a fast-growing government service provider. Employees enjoy competitive salaries; a 401K plan with company match; medical, dental, disability, and life insurance coverage; tuition reimbursement; paid time off; and 10 paid holidays. Laulima Government Solutions, LLC is proud to be an equal opportunity employer.
    
    
 
The Alaka`ina Foundation Family of Companies (FOCs) is comprised of industry-recognized government service firms designated as Native Hawaiian Organization (NHO)-owned and 8(a) certified businesses. The Family of Companies (FOCs) includes Ke`aki Technologies, Laulima Government Solutions, Kupono Government Services, and Kapili Services, Po`okela Solutions,  Kikaha Solutions, LLC,  and Pololei Solutions, LLC.  Alaka`ina Foundation activities under the 501(c)3 principally benefit the youth of Hawaii through charitable efforts which includes providing innovative educational programs that combine leadership, science & technology, and environmental stewardship.
For additional information, please visit  
#monster"
2518,IT manager,IT applications manager,Kavaliro,"Kissimmee, Florida 34744",
2519,IT manager,IT Network Manager,ICAP (Intellectual Capitol),"Raleigh, North Carolina 27601","Join our tribe here at Intellectual Capitol as 
Located in the beautiful Raleigh, NC market area!"
2520,IT manager,IT Manager - Business Applications - MRP / ERP,Business and Technology Solutions,"Saxonville, Massachusetts 01701","Our client in Framingham, MA is seeking a full time IT Manager of their business applications (MRP / ERP, CRM, Development).  The IT Manager will manage the global staff and technology operations for the business applications and systems team, including developers, systems administrators, and business systems analysts.  The IT Manager will be the application owner and primary IT point person for business applications for the enterprise.
 
Responsibilities:
 
 
Requirements:
 
 
Preferred:"
2521,IT manager,Enterprise IT Network Manager,Msys Inc,"Raleigh, North Carolina 27602",Interview Type: Skype *** 6 months contract to hire ****
2522,IT manager,"Sr. Manager, Information Technology & Systems",VW Automotive Cloud,"Redmond, Washington",
2523,IT manager,Information Systems Security Manager (ISSM),RAND Corporation,"Santa Monica, California 90401","Reporting directly to the Manager, Corporate Information System Security Manager/Classified Systems Program, this Information Systems Security Manager (ISSM) functionally manages the process to protect RAND’s classified information.  Primary function is implementation of all classified security policy, procedures and government security requirements as required by the United States Government.  Outlines classified security policies and procedures and assures staff compliance with all applicable government regulations.  Serves as the subject matter expert for classified systems security questions and problem solving within the classified security team.  Performs the Information Systems Security Manager (ISSM) role.  In addition, performs the following responsibilities:
 
 
BA/BS degree preferred but not required
 
A minimum of six years’ relevant experience required. Nine years relevant experience preferred.
 
Santa Monica
 
One
 
An active Top-Secret Security Clearance is required.
 
Equal Opportunity Employer-
 with disabilities/sexual orientation/gender identity"
2524,IT manager,IT Service Desk Manager,"Ekman Associates, Inc.","Culver City, California","The ideal candidate will be responsible for supervising the Systems Support Technicians in supporting the day-to-day operations of enterprise application, hardware and network systems. Also, managing the IT Help Desk including scheduling, staffing, indicator collection and communications.
 If you wish to learn more about this opportunity and additional qualifications/responsibilities, please submit your resume to rosa@ekmanassociates.com
To learn more about Ekman Associates, Inc. please visit our website at"
2525,IT manager,Cybersecurity Project Manager,Zee Force,"Washington, District of Columbia","Support the Office of Technical Integration within the Department of Veterans Affairs (VA) Electronic Health Record Modernization (EHRM) as a Cyber Package Project Manager.  
Serve as a project leader for a team of cybersecurity personnel supporting the review and the augmentation of current security packages, to include system security plans. Responsible for managing a team comprised of a technical lead and security analysts. Provide technical leadership and mentorship to a small team. The Cybersecurity Package Project Manager is a functional manager and is responsible and accountable for leading the effort to accredit and connect all assigned systems. 
Basic Qualifications:"
2526,IT manager,IT Operations Manager,Honeywell,"Tempe, Arizona","Honeywell is an equal opportunity employer. Qualified applicants will be considered without regard to age, race, creed, color, national origin, ancestry, marital status, affectional or sexual orientation, gender identity or expression, disability, nationality, sex, or veteran status."
2527,IT manager,"Manager, Corporate Security & Data Protection",Infineon Technologies Americas Corp.,"El Segundo, California 90245","We make life easier, safer and greener - with technology that achieves more, consumes less and is accessible to everyone. Microelectronics from Infineon is the key to a better future. Efficient use of energy, environmentally-friendly mobility and security in a connected world - we solve some of the most critical challenges that our society faces while taking a conscientious approach to the use of natural resources."
2528,IT manager,Scribe / Clinical Information Manager (CIM): Emergency Medicine,InScribe Health,"Daly City, California 94014",
2529,IT manager,Bilingual Japanese English  Sr. IT Manager/Associate IT Director 71750-1,"Interplace, Inc.","San Francisco, California 94111","We are looking for a Senior Manager or Associate Director (depending on experience) of IT
Systems that will be accountable for delivering IT projects and production support to our Sales, Marketing, and Fleet Services teams. This role will be part of the IT leadership team, he/she will report to the US VP of Operations, with dotted line reporting to the Global CIO.
The ideal candidate is expected to effectively ensure IT conformity of our Go-To-Market IT
Systems (SFDC, SAPbyD, and Hubspot) and to ensure daily IT operations and service delivery are properly executed. He/she must also ensure that company infrastructure and its services are up and running and meeting predefined SLAs – which requires him/her to develop infrastructure plans and perform capacity planning to meet business growth. In addition, this role will be
responsible for the internal governance of IT policy/rules while managing ongoing IT projects.
Responsibilities:
? Lead, build, and coach a team that will closely partner with functional leads and
business executives to deliver IT solutions that help drive our business forward.
? Responsible for all business applications supported by IT across Sales, Marketing,
Customer Success, Fleet Services, and Finance - Salesforce, SAPbyD, Zuora.
? Work with the VP of Operations and Global CIO on strategic IT initiatives, budgeting, and
planning, including setting priorities, driving focus and accountability to business
commitments.
? As an IT business partner, you will deliver on the GTM portfolio, provide technical
leadership, create and manage the IT roadmap and ensure timeline, investment plan,
and goals are well understood by all parties.
? You will drive the governance process for intake/prioritization of the GTM business
systems enhancement requests and ensure they are aligned with business and global IT
priorities.
? Lead a team that makes systems/processes more efficient, reduces manual work, and
provides solutions that enable the business to make better decisions.
? Coordinate delivery of IT services and solutions to the US business in collaboration with
the global IT organization.
? You will manage operations related to IT infrastructure and service delivery (asset
management, network infrastructure, IT support, and security) to all US offices.
? You will manage the implementation and enhancement of IT infrastructure projects
through an IT team or 3rd party vendors.
? You will manage change initiatives properly and in a systematic manner to ensure the
availability, performance, and reliability of the systems impacted by the change.
? You will escalate and identify new requests and security-related incidents to the global
IT organization (based in Tokyo, Japan).
? You will communicate to the Global IT organization with efficiency and accurately
update any progress and/or delays to projects and global IT initiatives.
Basic Qualifications:
? 5-10 years of in-house IT management experience, with experience managing teams of
greater than 5 people.
? Expertise in ERP/CRM SaaS cloud technologies, primarily Salesforce (Marketing, Sales,
Service cloud) and/or SAPbyD (Finance, Supply Chain) for B2B businesses.
? Deep understanding of sales operations, Q2C, and marketing automation tools with an
understanding of how they can be best integrated with Salesforce.
? Possess excellent leadership, management, organization, and communication skills.
? Experience as a change agent - an expert in influencing, synthesizing, and leading
change at all levels of the organization.
? Passionate IT leader - Loves the intersection of business value, user experience and
technology.
? Proven experience leading localization and consolidation of business systems and
streamlining IT processes.
? Optimistic, positive, comfortable with ambiguity and uncertainty, able to make good
business IT judgment.
? Experience with Agile sprint delivery
Preferred Qualifications:
? Experience in cross-border projects and global team environments.
? Experience with SOX and the controls of a public company.
? Experience in managing a team of IT professionals capable of supporting core IT
infrastructure - network, servers/storage, security, cloud services, and disaster recovery.
Bonus points if you...
? Have experience in robotics or high-tech industries.
? Have an understanding of Japanese business culture and social norms.
? Are proficient or fluent in Japanese (a big plus!)"
2530,IT manager,"Manager, Cybersecurity Services",Kratos Defense & Security Solutions,"Chantilly, Virginia","Do you take information technology (IT) and information security seriously and want to make a difference? Helping leading-edge technology companies secure their cloud environments is at the core of what we do and we make a difference.  As a Manager of Commercial Cybersecurity Services for Kratos, you will be directing and managing a team of professionals working to evaluate and secure innovative cloud computing solutions on the most advanced cloud infrastructures in the world by providing security consulting services and performing security assessments.  The ideal candidate will have a firm understanding of how to apply the principles of information security in a variety of circumstances and expertise translating security requirements into common technical implementations. Experience working across multiple compliance frameworks (FedRAMP, DOD SRG, NIST, PCI, ISO, HIPAA, SOC, CJIS, etc.) is highly desirable.  This role is both a management and technical position. 
First-Level Manager: Manage the activities of the individual contributors:
Independently lead delivery teams and provide thorough guidance to team members with minimal guidance from leadership.
Manage multiple efforts by appropriately gauging individual level of effort needed on each project based on staff, customer requirements, and similar factors to ensure properly balanced projects.
Ensure successful project completion by developing and planning projects/tasks in collaboration with project managers, and adhering to scheduling, budgetary, quality control, risk management, and contractual obligations.
Work to continually build and improve solid and well-rounded practice area teams:
Lead the interviewing process and make hiring decisions to support Kratos and team needs.
Participate in staff selection process for project assignments.
Set consultant utilization and revenue metrics and ensure targets are met.
Oversee staffing skill development and retention of consultants.
Responsible for staffing decisions, performance reviews, and pay reviews.
Contribute to the growth of the commercial cybersecurity consulting and assessment practices:
Serve as a functional leader in development and implementation of creative approaches, methodologies, and tools to meet client needs.
Provide thought leadership to improve current service offerings.
Provide technical expertise and remain current on technology trends in the marketplace.
Maintain a strong network and promote the organization at various industry meetings, forums, panels and conferences.
Cultivate and maintain key partnering relationships with strategic customers, business associates, and/or sub-contractors.
Serve as the account manager for multiple commercial customers and lead organic growth within existing customer base.
Identify new leads through networking with existing and potential customers.
Develop and organize service offerings, client strategy, pricing and profitability."
2531,IT manager,IT Services Manager,Golden Pass LNG,"Houston, Texas 77002","- Not all aspects of the job are covered by the description – may require “other duties as assigned.”
- Job may change over time in accordance with business needs.
- Job description does not guarantee employment."
2532,IT manager,IT Manager,CGS,"Irvine, California 92602","CGS Business Solutions is committed to helping you, as an esteemed Technical Professional, find the next right step in your career. We match professionals like you to rewarding consulting or full-time opportunities in your area of expertise. We are currently seeking Technical Professionals who are searching for challenging and rewarding roles for the following opportunity:
CGS Business Solutions is seeking an experienced hands-on IT Manager to join the team. In this role, you will assist internal customers with analysis of systems and assets, recommend and implement solutions and upgrades, and provide strategic guidance for future growth. Our ideal candidate is a hands-on IT professional, interested in growing a team and remaining close to the technology and growing junior team members. Extensive knowledge of infrastructure maintenance and experience with translating business objectives into IT projects keeping the company ahead of growth challenges.
CGS specializes in IT business solutions, staffing and consulting services. With a strong focus in IT Applications, Network Infrastructure, Information Security, and Engineering. CGS is an INC 5000 company and is honored to be selected as one of the Best IT Recruitment Firms in California. After five consecutive Fastest Growing Company titles, CGS continues to break into new markets across the USA. Companies are counting on CGS to attract and help retain these resource pools in order to gain a competitive advantage the rapidly changing business environments."
2533,IT manager,Information Technology Auditor Manager,AUSGAR Technologies Inc,"Virginia Beach, Virginia 23460","AUSGAR Technologies, Inc., an EOE Minorities/Females/Disabled/Veterans employer, is a rapidly growing Service-Disabled Veteran-Owned Small Business (SDVOSB) Department of Defense, government contractor with core competencies in Information Assurance, Cyber Security and Systems Engineering.  With offices on both the East and West coasts, an inviting culture, and above-standard benefits, opportunity abounds for the right individual!
As a growing Department of Defense Contractor, 
 has an exciting 
for a 
Provide management support in support of unclassified and classified networks and systems to support preparations for CCRIs, CSIs, CCORIs, DoD or DoN Inspector General inspections, internal cyber inspections and any other cyber-related inspections conducted internally or by authorized external entities, external government agencies or contractors.  Assess and document the cybersecurity posture for applicable training networks and systems. Will also audit more complex information systems, platforms and operating procedures in accordance with established standards for efficiency, accuracy and security. Evaluates IT infrastructure in terms of risk to the Enterprise and establishes controls to mitigate loss. Determines and recommends improvements in current risk management controls and implementation of system changes or upgrades. 
5 to 7 years of related experience and 3 to 5 years of supervisory experience
The physical demands and work environment described here are representative of those that must be met by an employee to successfully perform the essential functions of the job.  Reasonable accommodations may be made to individuals with disabilities to perform the essential functions. 
AUSGAR Technologies, Inc.is an equal employment opportunity and affirmative action employer.  AUSGAR Technologies, Inc.is committed to engaging in affirmative action to increase employment opportunities for females, minorities, protected veterans, and individuals with disabilities.  We are an EOE - Minorities/Females/Disabled/Veterans."
2534,IT manager,IT Audit Manager,Kearney & Company,"McLean, Virginia",
2535,IT manager,Business Development/Capture Manager - IT Services,Capstone Corporation,"Alexandria, Virginia","Capstone Corporation is currently seeking a Business Development/Capture Manager to identify and qualify new business opportunities in support of our Cyber and IT services division.
 
This position is located at our Corporate office in Alexandria, VA.
Minimum education and years experience:
Minimum qualifications:
 
Minimum clearance:
 
#LI-CAP 
#nowhiring  #stillhiring"
2536,IT manager,IT Program Manager,Eliassen Group,"Buffalo, New York",For immediate consideration please send an updated
2537,IT manager,IT Security Manager (Relocation Assistance Provided!),"Beacon Hill Staffing Group, LLC","La Crosse, Wisconsin","The IT Security Manager performs two core functions, first is overseeing the operations of the company's security solutions through management of the organization's security. The second is establishing an enterprise security stance through policy, architecture and training processes. Additional tasks will include the selection of appropriate security solutions, and oversight of any vulnerability audits and assessments. The IT Security Manager is expected to interface with peers in the Systems and Network departments as well as with the leaders of the business units to both share the corporate security vision with those individuals and to solicit their involvement in achieving higher levels of enterprise security through information sharing and co-operation. Maintains positive working relationships with external technical support and vendors. Must be able to mentor associates with own extensive experience in the technology industry.
Job Description
 
 
 
Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace. Individuals with Disabilities and Protected Veterans are encouraged to apply.
Company Profile:
Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs.
Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.
Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting 
We look forward to working with you.
Beacon Hill. Employing the Future (TM)"
